GEOID,NAME,svi_cdc,dom_ses,dom_household,dom_minority,dom_housing,pca_sovi
17031825700,Census Tract 8257; Cook County; Illinois,0.650209666740234,0.6711881436824918,0.6194423511680482,0.6699321778447627,0.4529012810851545,0.48317160626427896
17031825801,Census Tract 8258.01; Cook County; Illinois,0.6873317148532332,0.7138909821652851,0.6714393368500376,0.40429540316503393,0.7294649585531273,0.593856922800734
17031825802,Census Tract 8258.02; Cook County; Illinois,0.6024939306996248,0.5418236623963828,0.6028636021100227,0.7290881688018086,0.40391861341371516,0.4939755710633087
17031825803,Census Tract 8258.03; Cook County; Illinois,0.5421761200617966,0.5629238884702337,0.5148831951770912,0.6258477769404672,0.4024114544084401,0.37541264426310206
17031825900,Census Tract 8259; Cook County; Illinois,0.7943058927389096,0.8756593820648079,0.6912207987942728,0.7181612660135643,0.5384325546345139,0.6517304356213279
17031826000,Census Tract 8260; Cook County; Illinois,0.7857868020304567,0.8789248932429038,0.6275433308214017,0.7954031650339111,0.49736247174076864,0.6217371674635722
17031826100,Census Tract 8261; Cook County; Illinois,0.3832708011476495,0.5275056518462697,0.4694800301431801,0.3360964581763376,0.32083647324792763,0.4432148837665007
17031826201,Census Tract 8262.01; Cook County; Illinois,0.550805561686162,0.5978397387591058,0.45553880934438584,0.37678975131876413,0.7004521477015825,0.2710335773420604
17031826202,Census Tract 8262.02; Cook County; Illinois,0.6652615316707128,0.6352675207234363,0.7970987189148455,0.7336096458176338,0.29031650339110776,0.5892398417756896
17031826301,Census Tract 8263.01; Cook County; Illinois,0.4180313396601192,0.4694800301431801,0.6729464958553127,0.41861341371514693,0.19178598342125094,0.44435424425161485
